IdOffWeb;IdArtico;CodiceArticolo;CodArtForn;CodArtPiatt;DescrB2b;IdFornitore;Qta;Prezzo;PrezzoMan;PrezzoManT24;PrezzoMan07ZR;PrezzoManEstero;Posizione;PosGlobale;Settore;SettList;SettoreId;Diametro;P_Std;P_StdBo;P_Base;P_BaseBo;P_Top;P_TopBo;P_Marca1;P_Marca1Bo;P_Marca2;P_Marca2Bo;P_Marca3;P_Marca3Bo;P_Marca4;P_Marca4Bo;Note_Base;Differenza;Eccezzioni;Produttore;P_GommeAuto;P_Esteri_Ger;P_T24_24H;P_T24_48H;P_T24_72H;P_07ZR_24H;P_07ZR_48H;P_07ZR_72H;Note_07ZR;Note_T24;P_T24_GER;P_T24_SPA;P_T24_AUS;P_07ZR_FRA;Descr_Piatt;Peso;C_TraspBase;C_TraspBaseBo;P_PiattConTrasp;P_PiattSenzaTrasp;C_TraspT24;C_PesoT24;C_Trasp07ZR;C_Peso07ZR;C_PesoGerFra;C_PesoSpa;C_PesoAust;M_Base;M_T24;M_07ZR;M-07ZR;M+07ZR;M-T24;M+T24;P_Prec_T24;P_1Pos_T24;Diff_T24;P_Min_T24;P_Max_T24;P_Ricalc_T24;PosPrec_T24;P_Prec_07ZR;P_1Pos_07ZR;Diff_07ZR;P_Min_07ZR;P_Max_07ZR;P_Ricalc_07ZR;PosPrec_07ZR;Provv_PiattT24;Provv_Piatt07ZR;Note_07ZR_Rank;Note_T24_Rank;DOT_Forn;OrderB2b;MarcaId;TipoPubPiatt;CodMagForn;Note_Std;Note_Top;M_Std;M_Top;M_Esteri;P_Esteri_Spa;P_Esteri_Aus;Stagione;PosEsteri;PosT24;Pos07ZR;Misura;P_T24_BEL;P_T24_LUS;P_T24_FRA;P_T24_OLA;P_T24_POL;P_07ZR_GER;P_07ZR_SPA;P_07ZR_AUS;P_07ZR_POR;P_T24_Uk_Danim;P_07ZR_Uk_Danim
187;518915;2554519-CON-0353218 ;23882                                   ;2554519-CON-0353218;255/45R19 100V N0 CONTINENTAL ContiWinterContact TS 830 P      ;3;6;190.81;null;null;null;null;1;3;VETTURA                                           ;Vettura                                           ;4;19;224.49;224.49;224.49;224.49;224.49;224.49;null;null;null;null;null;null;null;null;null;33.68;null;CONTINENTAL                                       ;224.49;232.70;null;234.06;null;null;234.06;null;null;Acqusto(190.81) Margine(33.00) CostoTrasp(7.25) CostoProvv % (1.013);235.03;236.57;235.03;237.07;255/45R19 100V N0 CONTINENTAL ContiWinterContact TS 830 P;13.30;7.25;3.00;231.74;224.49;7.25;null;7.25;null;8.20;9.72;8.20;null;33.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;19156;7;48H;UNI;null;null;null;null;null;234.23;232.70;INVERNALE;1;3;null;2554519;235.03;235.03;237.07;235.03;238.77;235.03;236.57;235.03;243.22;267.75;267.75
188;50417;2554519-PIR-1767200 ;14551                                   ;2554519-PIR-1767200;255/45R19 100W (MO) PIRELLI P ZERO      ;3;6;152.30;null;null;null;null;2;5;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;19;175.84;175.84;175.84;175.84;175.84;175.84;null;null;null;null;null;null;null;null;null;23.54;null;PIRELLI                                           ;175.84;185.15;null;185.39;null;null;185.39;null;null;Acqusto(152.30) Margine(23.00) CostoTrasp(7.71) CostoProvv % (1.013);187.00;188.26;187.00;189.47;255/45R19 100W (MO) PIRELLI P ZERO;13.90;7.71;3.00;183.55;175.84;7.71;null;7.71;null;9.30;10.54;9.30;null;23.00;null;null;null;7.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;120037;2;48H;UNI;null;null;null;null;null;186.40;185.15;ESTIVO;2;5;null;2554519;187.00;187.00;189.47;187.00;189.91;187.00;188.26;187.00;196.45;218.61;218.61
189;507664;2554519-PIR-2125500 ;24007                                   ;2554519-PIR-2125500;255/45R19 100Y (AO) PIRELLI P ZERO      ;3;11;154.96;null;null;null;null;1;3;VETTURA                                           ;Vettura                                           ;4;19;171.58;171.58;171.58;171.58;171.58;171.58;null;null;null;null;null;null;null;null;null;16.62;null;PIRELLI                                           ;171.58;186.71;null;180.62;null;null;180.62;null;null;Acqusto(154.96) Margine(23.00) CostoTrasp(7.25) CostoProvv % (1.013);188.58;190.12;188.58;190.63;255/45R19 100Y (AO) PIRELLI P ZERO;13.43;7.25;3.00;178.83;171.58;7.25;null;7.25;null;8.20;9.72;8.20;null;23.00;null;null;null;7.00;0.00;180.62;140.95;null;180.62;187.62;180.62;36.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(180.62) - PosPrec(36.) - PrezPreced.(180.62) - PrezBasePiatt.(187.62) - Prezzo Min/Max(180.62/187.62) - 1°PrezPiatt(140.95);null;131724;2;48H;UNI;null;null;null;null;null;188.24;186.71;ESTIVO;1;2;null;2554519;188.58;188.58;190.63;188.58;192.33;188.58;190.12;188.58;196.91;221.30;221.30
190;59874;2554520-PIR-1825300 ;14243                                   ;2554520-PIR-1825300;255/45R20 105V XL M+S PIRELLI SCORPION ZERO ASIMM. (4S)      ;3;30;169.52;null;null;null;null;2;4;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;20;189.23;189.23;189.23;189.23;189.23;189.23;null;null;null;null;null;null;null;null;null;19.71;null;PIRELLI                                           ;189.23;208.44;null;198.91;null;null;198.91;null;null;Acqusto(169.52) Margine(29.00) CostoTrasp(7.71) CostoProvv % (1.013);210.52;210.95;210.21;212.47;255/45R20 105V XL M+S PIRELLI SCORPION ZERO ASIMM. (4S);14.71;7.71;3.00;196.94;189.23;7.71;null;7.71;null;9.30;9.72;8.99;null;29.00;null;null;null;10.00;0.00;179.37;149.34;null;198.91;208.91;198.91;14.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(198.91) - PosPrec(14.) - PrezPreced.(179.37) - PrezBasePiatt.(208.91) - Prezzo Min/Max(198.91/208.91) - 1°PrezPiatt(149.34);null;133536;2;48H;UNI;null;null;null;null;null;208.86;208.13;4 STAGIONI;2;4;null;2554520;210.52;210.52;212.47;210.52;213.02;210.52;210.95;210.21;219.90;241.62;241.62
191;523286;2555019-PIR-2297400 ;30073                                   ;2555019-PIR-2297400;255/50R19 107V XL Runflat (*) PIRELLI SCORPION WINTER      ;3;22;172.99;null;null;null;null;2;4;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;19;192.72;192.72;192.72;192.72;192.72;192.72;null;null;null;null;null;null;null;null;null;19.73;null;PIRELLI                                           ;192.72;211.92;null;202.43;null;null;202.43;null;null;Acqusto(172.99) Margine(29.00) CostoTrasp(7.71) CostoProvv % (1.013);214.04;214.46;213.72;215.98;255/50R19 107V XL Runflat (*) PIRELLI SCORPION WINTER;18.01;7.71;3.00;200.43;192.72;7.71;null;7.71;null;9.30;9.72;8.99;null;29.00;null;null;null;10.00;0.00;190.94;161.34;null;202.43;212.43;202.43;17.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(202.43) - PosPrec(17.) - PrezPreced.(190.94) - PrezBasePiatt.(212.43) - Prezzo Min/Max(202.43/212.43) - 1°PrezPiatt(161.34);null;135274;2;48H;UNI;null;null;null;null;null;212.34;211.60;INVERNALE;2;4;null;2555019;214.04;214.04;215.98;214.04;216.54;214.04;214.46;213.72;223.40;245.14;245.14
192;39851;2555019-BRI-1349    ;10732                                   ;2555019-BRI-1349;255/50R19 107W XL Runflat * BRIDGESTONE DUELER H/P SPORT      ;3;6;166.81;null;null;null;null;3;5;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;19;186.52;186.52;186.52;186.52;186.52;186.52;null;null;null;null;null;null;null;null;null;19.71;null;BRIDGESTONE                                       ;186.52;205.72;null;196.17;null;null;196.17;null;null;Acqusto(166.81) Margine(29.00) CostoTrasp(7.71) CostoProvv % (1.013);207.78;208.20;207.46;209.72;255/50R19 107W XL Runflat * BRIDGESTONE DUELER H/P SPORT;19.94;7.71;3.00;194.23;186.52;7.71;null;7.71;null;9.30;9.72;8.99;null;29.00;null;null;null;10.00;0.00;181.09;143.92;null;196.17;206.17;196.17;25.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(196.17) - PosPrec(25.) - PrezPreced.(181.09) - PrezBasePiatt.(206.17) - Prezzo Min/Max(196.17/206.17) - 1°PrezPiatt(143.92);null;125969;11;48H;UNI;null;null;null;null;null;206.14;205.41;ESTIVO;3;5;null;2555019;207.78;207.78;209.72;207.78;210.28;207.78;208.20;207.46;217.16;238.88;238.88
193;521382;2555019-PIR-2298100 ;28984                                   ;2555019-PIR-2298100;255/50R19 107W XL Runflat (*) PIRELLI SCORPION VERDE      ;3;10;161.10;null;null;null;null;3;6;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;19;180.79;180.79;180.79;180.79;180.79;180.79;null;null;null;null;null;null;null;null;null;19.69;null;PIRELLI                                           ;180.79;199.99;null;190.38;null;null;190.38;null;null;Acqusto(161.10) Margine(29.00) CostoTrasp(7.71) CostoProvv % (1.013);201.99;202.42;201.68;203.94;255/50R19 107W XL Runflat (*) PIRELLI SCORPION VERDE;17.63;7.71;3.00;188.50;180.79;7.71;null;7.71;null;9.30;9.72;8.99;null;29.00;null;null;null;10.00;0.00;170.08;135.07;null;190.38;200.38;190.38;23.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(190.38) - PosPrec(23.) - PrezPreced.(170.08) - PrezBasePiatt.(200.38) - Prezzo Min/Max(190.38/200.38) - 1°PrezPiatt(135.07);null;129653;2;48H;UNI;null;null;null;null;null;200.42;199.68;ESTIVO;3;6;null;2555019;201.99;201.99;203.94;201.99;204.49;201.99;202.42;201.68;211.39;233.09;233.09
194;59886;2555020-PIR-1780500 ;12200                                   ;2555020-PIR-1780500;255/50R20 109Y XL M+S PIRELLI SCORPION ZERO (4S)      ;3;30;166.92;null;null;null;null;2;4;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;20;186.63;186.63;186.63;186.63;186.63;186.63;null;null;null;null;null;null;null;null;null;19.71;null;PIRELLI                                           ;186.63;205.83;null;196.28;null;null;196.28;null;null;Acqusto(166.92) Margine(29.00) CostoTrasp(7.71) CostoProvv % (1.013);207.89;208.31;207.57;209.83;255/50R20 109Y XL M+S PIRELLI SCORPION ZERO (4S);15.34;7.71;3.00;194.34;186.63;7.71;null;7.71;null;9.30;9.72;8.99;null;29.00;null;null;null;10.00;0.00;178.58;147.30;null;196.28;206.28;196.28;16.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(196.28) - PosPrec(16.) - PrezPreced.(178.58) - PrezBasePiatt.(206.28) - Prezzo Min/Max(196.28/206.28) - 1°PrezPiatt(147.30);null;133249;2;48H;UNI;null;null;null;null;null;206.25;205.51;4 STAGIONI;2;4;null;2555020;207.89;207.89;209.83;207.89;210.39;207.89;208.31;207.57;217.27;238.99;238.99
195;521383;2555518-PIR-2298200 ;28987                                   ;2555518-PIR-2298200;255/55R18 109V XL Runflat (*) PIRELLI SCORPION VERDE      ;3;7;120.09;null;null;null;null;2;3;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;18;133.58;133.58;133.58;133.58;133.58;133.58;null;null;null;null;null;null;null;null;null;13.49;null;PIRELLI                                           ;133.58;147.83;null;142.70;null;null;142.70;null;null;Acqusto(120.09) Margine(18.00) CostoTrasp(7.71) CostoProvv % (1.013);149.31;149.73;148.99;151.25;255/55R18 109V XL Runflat (*) PIRELLI SCORPION VERDE;18.34;7.71;3.00;141.29;133.58;7.71;null;7.71;null;9.30;9.72;8.99;null;18.00;null;null;null;5.00;0.00;134.58;90.00;null;142.70;147.70;142.70;26.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(142.70) - PosPrec(26.) - PrezPreced.(134.58) - PrezBasePiatt.(147.70) - Prezzo Min/Max(142.70/147.70) - 1°PrezPiatt(90.00);null;603;2;48H;UNI;null;null;null;null;null;148.25;147.51;ESTIVO;3;3;null;2555518;149.31;149.31;151.25;149.31;151.81;149.31;149.73;148.99;158.86;180.41;180.41
196;59902;2555519-PIR-1780400 ;12205                                   ;2555519-PIR-1780400;255/55R19 111V XL M+S PIRELLI SCORPION ZERO (4S)      ;3;8;120.26;null;null;null;null;2;3;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;19;133.75;133.75;133.75;133.75;133.75;133.75;null;null;null;null;null;null;null;null;null;13.49;null;PIRELLI                                           ;133.75;148.00;null;142.87;null;null;142.87;null;null;Acqusto(120.26) Margine(18.00) CostoTrasp(7.71) CostoProvv % (1.013);149.48;149.90;149.16;151.42;255/55R19 111V XL M+S PIRELLI SCORPION ZERO (4S);15.33;7.71;3.00;141.46;133.75;7.71;null;7.71;null;9.30;9.72;8.99;null;18.00;null;null;null;5.00;0.00;134.58;107.90;null;142.87;147.87;142.87;28.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(142.87) - PosPrec(28.) - PrezPreced.(134.58) - PrezBasePiatt.(147.87) - Prezzo Min/Max(142.87/147.87) - 1°PrezPiatt(107.90);null;108363;2;48H;UNI;null;null;null;null;null;148.42;147.68;4 STAGIONI;2;3;null;2555519;149.48;149.48;151.42;149.48;151.98;149.48;149.90;149.16;159.03;180.58;180.58
197;517170;2555520-PIR-2154900 ;26036                                   ;2555520-PIR-2154900;255/55R20 110W XL (LR) M+S PIRELLI SCORPION VERDE ALL SEASON (4S)      ;3;16;160.07;null;null;null;null;2;2;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;20;179.76;179.76;179.76;179.76;179.76;179.76;null;null;null;null;null;null;null;null;null;19.69;null;PIRELLI                                           ;179.76;198.96;null;189.88;null;null;189.88;null;null;Acqusto(160.07) Margine(29.00) CostoTrasp(8.24) CostoProvv % (1.013);200.95;201.37;200.63;202.89;255/55R20 110W XL (LR) M+S PIRELLI SCORPION VERDE ALL SEASON (4S);15.72;8.24;3.00;188.00;179.76;8.24;null;8.24;null;9.30;9.72;8.99;null;29.00;null;null;null;10.00;0.00;183.95;149.39;null;189.88;199.88;189.88;27.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(189.88) - PosPrec(27.) - PrezPreced.(183.95) - PrezBasePiatt.(199.88) - Prezzo Min/Max(189.88/199.88) - 1°PrezPiatt(149.39);null;135260;2;48H;UNI;null;null;null;null;null;199.38;198.64;4 STAGIONI;2;2;null;2555520;200.95;200.95;202.89;200.95;203.45;200.95;201.37;200.63;210.35;232.05;232.05
198;50584;2556018-PIR-1780300 ;12210                                   ;2556018-PIR-1780300;255/60R18 112V XL M+S PIRELLI SCORPION ZERO (4S)      ;3;20;105.69;null;null;null;null;3;4;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;18;117.12;117.12;117.12;117.12;117.12;117.12;null;null;null;null;null;null;null;null;null;11.43;null;PIRELLI                                           ;117.12;131.38;null;126.08;null;null;126.08;null;null;Acqusto(105.69) Margine(16.00) CostoTrasp(7.71) CostoProvv % (1.013);132.69;133.12;132.38;134.64;255/60R18 112V XL M+S PIRELLI SCORPION ZERO (4S);15.92;7.71;3.00;124.83;117.12;7.71;null;7.71;null;9.30;9.72;8.99;null;16.00;null;null;null;5.00;0.00;118.04;93.83;null;126.08;131.08;126.08;24.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(126.08) - PosPrec(24.) - PrezPreced.(118.04) - PrezBasePiatt.(131.08) - Prezzo Min/Max(126.08/131.08) - 1°PrezPiatt(93.83);null;93880;2;48H;UNI;null;null;null;null;null;131.80;131.07;4 STAGIONI;3;3;null;2556018;132.69;132.69;134.64;132.69;135.19;132.69;133.12;132.38;142.30;163.79;163.79
199;516122;2556516-CON-1549257 ;25332                                   ;2556516-CON-1549257;255/65R16 109H EVc M+S CONTINENTAL CONTICROSSCONTACT LX 2      ;3;2;125.11;null;null;null;null;1;1;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;16;138.61;138.61;138.61;138.61;138.61;138.61;null;null;null;null;null;null;null;null;null;13.50;null;CONTINENTAL                                       ;138.61;152.86;null;147.78;null;null;147.78;null;null;Acqusto(125.11) Margine(18.00) CostoTrasp(7.71) CostoProvv % (1.013);154.39;154.82;154.08;156.34;255/65R16 109H EVc M+S CONTINENTAL CONTICROSSCONTACT LX 2;15.40;7.71;3.00;146.32;138.61;7.71;null;7.71;null;9.30;9.72;8.99;null;18.00;null;null;null;5.00;0.00;147.78;139.75;null;147.78;152.78;147.78;3.        ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(147.78) - PosPrec(3.) - PrezPreced.(147.78) - PrezBasePiatt.(152.78) - Prezzo Min/Max(147.78/152.78) - 1°PrezPiatt(139.75);null;14494;7;48H;UNI;null;null;null;null;null;153.29;152.55;ESTIVO;1;1;null;2556516;154.39;154.39;156.34;154.39;156.89;154.39;154.82;154.08;163.93;185.49;185.49
200;97735;2653020-DUN-521476  ;14518                                   ;2653020-DUN-521476;265/30R20 94Y XL RO1 DUNLOP SP Sport Maxx GT      ;3;4;199.82;null;null;null;null;3;4;VETTURA                                           ;Vettura                                           ;4;20;223.63;223.63;223.63;223.63;223.63;223.63;null;null;null;null;null;null;null;null;null;23.81;null;DUNLOP                                            ;223.63;241.73;null;233.19;null;null;233.19;null;null;Acqusto(199.82) Margine(33.00) CostoTrasp(7.25) CostoProvv % (1.013);244.15;245.69;244.15;246.20;265/30R20 94Y XL RO1 DUNLOP SP Sport Maxx GT;13.15;7.25;3.00;230.88;223.63;7.25;null;7.25;null;8.20;9.72;8.20;null;33.00;null;null;null;10.00;0.00;216.53;174.36;null;233.19;243.19;233.19;23.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(233.19) - PosPrec(23.) - PrezPreced.(216.53) - PrezBasePiatt.(243.19) - Prezzo Min/Max(233.19/243.19) - 1°PrezPiatt(174.36);null;142998;6;48H;UNI;null;null;null;null;null;243.26;241.73;ESTIVO;3;4;null;2653020;244.15;244.15;246.20;244.15;247.90;244.15;245.69;244.15;252.32;276.87;276.87
201;58616;2653519-MIC-505499  ;17990                                   ;2653519-MIC-505499;265/35R19 94Y N2 MICHELIN PILOT SPORT PS2      ;3;2;233.57;null;null;null;null;4;6;VETTURA                                           ;Vettura                                           ;4;19;259.49;259.49;259.49;259.49;259.49;259.49;null;null;null;null;null;null;null;null;null;25.92;null;MICHELIN                                          ;259.49;277.59;null;269.41;null;null;269.41;null;null;Acqusto(233.57) Margine(35.00) CostoTrasp(7.25) CostoProvv % (1.013);280.37;281.91;280.37;282.41;265/35R19 94Y N2 MICHELIN PILOT SPORT PS2;11.56;7.25;3.00;266.74;259.49;7.25;null;7.25;null;8.20;9.72;8.20;null;35.00;null;null;null;10.00;0.00;245.65;212.45;null;269.41;279.41;269.41;19.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(269.41) - PosPrec(19.) - PrezPreced.(245.65) - PrezBasePiatt.(279.41) - Prezzo Min/Max(269.41/279.41) - 1°PrezPiatt(212.45);null;149421;1;48H;UNI;null;null;null;null;null;279.12;277.59;ESTIVO;4;6;null;2653519;280.37;280.37;282.41;280.37;284.12;280.37;281.91;280.37;288.43;313.09;313.09
202;65874;2653519-CON-0350622 ;17427                                   ;2653519-CON-0350622;265/35R19 98Y XL AO CONTINENTAL ContiSportContact 2      ;3;2;199.06;null;null;null;null;1;2;VETTURA                                           ;Vettura                                           ;4;19;222.87;222.87;222.87;222.87;222.87;222.87;null;null;null;null;null;null;null;null;null;23.81;null;CONTINENTAL                                       ;222.87;240.97;null;232.42;null;null;232.42;null;null;Acqusto(199.06) Margine(33.00) CostoTrasp(7.25) CostoProvv % (1.013);243.38;244.92;243.38;245.43;265/35R19 98Y XL AO CONTINENTAL ContiSportContact 2;11.50;7.25;3.00;230.12;222.87;7.25;null;7.25;null;8.20;9.72;8.20;null;33.00;null;null;null;10.00;0.00;232.42;163.54;null;232.42;242.42;232.42;23.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(232.42) - PosPrec(23.) - PrezPreced.(232.42) - PrezBasePiatt.(242.42) - Prezzo Min/Max(232.42/242.42) - 1°PrezPiatt(163.54);null;146876;7;48H;UNI;null;null;null;null;null;242.50;240.97;ESTIVO;1;2;null;2653519;243.38;243.38;245.43;243.38;247.13;243.38;244.92;243.38;251.55;276.10;276.10
203;507645;2653520-PIR-2034700 ;21414                                   ;2653520-PIR-2034700;265/35R20 99Y XL (AO) PIRELLI P ZERO      ;3;1;184.87;null;null;null;null;2;5;VETTURA                                           ;Vettura                                           ;4;20;214.52;214.52;214.52;214.52;214.52;214.52;null;null;null;null;null;null;null;null;null;29.65;null;PIRELLI                                           ;214.52;222.73;null;223.99;null;null;223.99;null;null;Acqusto(184.87) Margine(29.00) CostoTrasp(7.25) CostoProvv % (1.013);224.96;226.50;224.96;227.00;265/35R20 99Y XL (AO) PIRELLI P ZERO;12.55;7.25;3.00;221.77;214.52;7.25;null;7.25;null;8.20;9.72;8.20;null;29.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;135988;2;48H;UNI;null;null;null;null;null;224.26;222.73;ESTIVO;2;5;null;2653520;224.96;224.96;227.00;224.96;228.71;224.96;226.50;224.96;233.18;257.68;257.68
204;50799;2654021-CON-0352624 ;12080                                   ;2654021-CON-0352624;265/40R21 105Y XL MO CONTINENTAL ContiSportContact 2      ;3;5;213.92;null;null;null;null;3;4;VETTURA                                           ;Vettura                                           ;4;21;237.77;237.77;237.77;237.77;237.77;237.77;null;null;null;null;null;null;null;null;null;23.85;null;CONTINENTAL                                       ;237.77;255.88;null;247.47;null;null;247.47;null;null;Acqusto(213.92) Margine(33.00) CostoTrasp(7.25) CostoProvv % (1.013);258.44;258.92;257.71;259.56;265/40R21 105Y XL MO CONTINENTAL ContiSportContact 2;15.30;7.25;3.00;245.02;237.77;7.25;null;7.25;null;8.20;8.68;7.48;null;33.00;null;null;null;10.00;0.00;223.57;200.84;null;247.47;257.47;247.47;10.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(247.47) - PosPrec(10.) - PrezPreced.(223.57) - PrezBasePiatt.(257.47) - Prezzo Min/Max(247.47/257.47) - 1°PrezPiatt(200.84);null;20343;7;48H;UNI;null;null;null;null;null;256.36;255.16;ESTIVO;3;4;null;2654021;258.44;258.44;259.56;258.44;261.71;258.44;258.92;257.71;266.56;290.65;290.65
205;529381;2654520-PIR-2204800 ;32675                                   ;2654520-PIR-2204800;265/45R20 104V (N0) M+S PIRELLI SCORPION VERDE ALL SEASON (4S)      ;3;7;204.33;null;null;null;null;2;4;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;20;228.16;228.16;228.16;228.16;228.16;228.16;null;null;null;null;null;null;null;null;null;23.83;null;PIRELLI                                           ;228.16;247.37;null;238.23;null;null;238.23;null;null;Acqusto(204.33) Margine(33.00) CostoTrasp(7.71) CostoProvv % (1.013);249.84;250.26;249.52;251.78;265/45R20 104V (N0) M+S PIRELLI SCORPION VERDE ALL SEASON (4S);14.31;7.71;3.00;235.87;228.16;7.71;null;7.71;null;9.30;9.72;8.99;null;33.00;null;null;null;10.00;0.00;216.43;186.90;null;238.23;248.23;238.23;17.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(238.23) - PosPrec(17.) - PrezPreced.(216.43) - PrezBasePiatt.(248.23) - Prezzo Min/Max(238.23/248.23) - 1°PrezPiatt(186.90);null;144118;2;48H;UNI;null;null;null;null;null;247.78;247.05;4 STAGIONI;2;4;null;2654520;249.84;249.84;251.78;249.84;252.34;249.84;250.26;249.52;259.10;280.94;280.94
206;508386;2654520-CON-0356098 ;20674                                   ;2654520-CON-0356098;265/45R20 108Y XL MO CONTINENTAL CONTISPORTCONTACT 5      ;3;8;207.13;null;null;null;null;2;5;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;20;230.96;230.96;230.96;230.96;230.96;230.96;null;null;null;null;null;null;null;null;null;23.83;null;CONTINENTAL                                       ;230.96;250.17;null;241.06;null;null;241.06;null;null;Acqusto(207.13) Margine(33.00) CostoTrasp(7.71) CostoProvv % (1.013);252.67;253.10;252.36;254.62;265/45R20 108Y XL MO CONTINENTAL CONTISPORTCONTACT 5;14.40;7.71;3.00;238.67;230.96;7.71;null;7.71;null;9.30;9.72;8.99;null;33.00;null;null;null;10.00;0.00;225.00;170.91;null;241.06;251.06;241.06;31.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(241.06) - PosPrec(31.) - PrezPreced.(225.00) - PrezBasePiatt.(251.06) - Prezzo Min/Max(241.06/251.06) - 1°PrezPiatt(170.91);null;19689;7;48H;UNI;null;null;null;null;null;250.59;249.86;ESTIVO;2;5;null;2654520;252.67;252.67;254.62;252.67;255.17;252.67;253.10;252.36;261.92;283.77;283.77
207;507428;2655019-PIR-1805000 ;23963                                   ;2655019-PIR-1805000;265/50R19 110V XL (N0) M+S PIRELLI SCORPION VERDE ALL SEASON (4S)      ;3;19;164.15;null;null;null;null;1;1;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;19;183.84;183.84;183.84;183.84;183.84;183.84;null;null;null;null;null;null;null;null;null;19.69;null;PIRELLI                                           ;183.84;203.05;null;193.47;null;null;193.47;null;null;Acqusto(164.15) Margine(29.00) CostoTrasp(7.71) CostoProvv % (1.013);205.08;205.51;204.77;207.03;265/50R19 110V XL (N0) M+S PIRELLI SCORPION VERDE ALL SEASON (4S);16.58;7.71;3.00;191.55;183.84;7.71;null;7.71;null;9.30;9.72;8.99;null;29.00;null;null;null;10.00;0.00;193.47;161.45;null;193.47;203.47;193.47;17.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(193.47) - PosPrec(17.) - PrezPreced.(193.47) - PrezBasePiatt.(203.47) - Prezzo Min/Max(193.47/203.47) - 1°PrezPiatt(161.45);null;137540;2;48H;UNI;null;null;null;null;null;203.48;202.74;4 STAGIONI;1;1;null;2655019;205.08;205.08;207.03;205.08;207.58;205.08;205.51;204.77;214.47;236.18;236.18
208;522855;2655019-HAN-1015346 ;29990                                   ;2655019-HAN-1015346;265/50R19 110Y XL HANKOOK K117A VENTUS S1 EVO2 A      ;3;1;123.91;null;null;null;null;1;2;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;19;137.41;137.41;137.41;137.41;137.41;137.41;null;null;null;null;null;null;null;null;null;13.50;null;HANKOOK                                           ;137.41;151.66;null;146.57;null;null;146.57;null;null;Acqusto(123.91) Margine(18.00) CostoTrasp(7.71) CostoProvv % (1.013);153.18;153.60;152.86;155.12;265/50R19 110Y XL HANKOOK K117A VENTUS S1 EVO2 A;14.60;7.71;3.00;145.12;137.41;7.71;null;7.71;null;9.30;9.72;8.99;null;18.00;null;null;null;5.00;0.00;146.57;130.67;null;146.57;151.57;146.57;15.(1Pz)  ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(146.57) - PosPrec(15.(1Pz)) - PrezPreced.(146.57) - PrezBasePiatt.(151.57) - Prezzo Min/Max(146.57/151.57) - 1°PrezPiatt(130.67);null;114849;52;48H;UNI;null;null;null;null;null;152.08;151.35;ESTIVO;1;2;null;2655019;153.18;153.18;155.12;153.18;155.68;153.18;153.60;152.86;162.72;184.27;184.27
