IdOffWeb;IdArtico;CodiceArticolo;CodArtForn;CodArtPiatt;DescrB2b;IdFornitore;Qta;Prezzo;PrezzoMan;PrezzoManT24;PrezzoMan07ZR;PrezzoManEstero;Posizione;PosGlobale;Settore;SettList;SettoreId;Diametro;P_Std;P_StdBo;P_Base;P_BaseBo;P_Top;P_TopBo;P_Marca1;P_Marca1Bo;P_Marca2;P_Marca2Bo;P_Marca3;P_Marca3Bo;P_Marca4;P_Marca4Bo;Note_Base;Differenza;Eccezzioni;Produttore;P_GommeAuto;P_Esteri_Ger;P_T24_24H;P_T24_48H;P_T24_72H;P_07ZR_24H;P_07ZR_48H;P_07ZR_72H;Note_07ZR;Note_T24;P_T24_GER;P_T24_SPA;P_T24_AUS;P_07ZR_FRA;Descr_Piatt;Peso;C_TraspBase;C_TraspBaseBo;P_PiattConTrasp;P_PiattSenzaTrasp;C_TraspT24;C_PesoT24;C_Trasp07ZR;C_Peso07ZR;C_PesoGerFra;C_PesoSpa;C_PesoAust;M_Base;M_T24;M_07ZR;M-07ZR;M+07ZR;M-T24;M+T24;P_Prec_T24;P_1Pos_T24;Diff_T24;P_Min_T24;P_Max_T24;P_Ricalc_T24;PosPrec_T24;P_Prec_07ZR;P_1Pos_07ZR;Diff_07ZR;P_Min_07ZR;P_Max_07ZR;P_Ricalc_07ZR;PosPrec_07ZR;Provv_PiattT24;Provv_Piatt07ZR;Note_07ZR_Rank;Note_T24_Rank;DOT_Forn;OrderB2b;MarcaId;TipoPubPiatt;CodMagForn;Note_Std;Note_Top;M_Std;M_Top;M_Esteri;P_Esteri_Spa;P_Esteri_Aus;Stagione;PosEsteri;PosT24;Pos07ZR;Misura;P_T24_BEL;P_T24_LUS;P_T24_FRA;P_T24_OLA;P_T24_POL;P_07ZR_GER;P_07ZR_SPA;P_07ZR_AUS;P_07ZR_POR;P_T24_Uk_Danim;P_07ZR_Uk_Danim
79;521433;2254018-PIR-2337000 ;28904                                   ;2254018-PIR-2337000;225/40R18 92W XL Runflat (MOE) PIRELLI P ZERO      ;3;15;92.13;null;null;null;null;1;4;VETTURA                                           ;Vettura                                           ;4;18;108.47;108.47;108.47;108.47;108.47;108.47;null;null;null;null;null;null;null;null;null;16.34;null;PIRELLI                                           ;108.47;115.72;null;116.88;null;null;116.88;null;null;Acqusto(92.13) Margine(16.00) CostoTrasp(7.25) CostoProvv % (1.013);116.88;119.38;116.88;119.89;225/40R18 92W XL Runflat (MOE) PIRELLI P ZERO;11.21;7.25;3.00;115.72;108.47;7.25;null;7.25;null;7.25;9.72;7.25;null;16.00;null;null;null;5.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;81492;2;48H;UNI;null;null;null;null;null;118.20;115.72;ESTIVO;1;4;null;2254018;116.88;116.88;119.89;116.88;121.59;116.88;119.38;116.88;124.11;150.56;150.56
80;508170;2254019-BRI-4961    ;23041                                   ;2254019-BRI-4961;225/40R19 89Y Runflat * BRIDGESTONE Potenza S001      ;3;3;173.20;null;null;null;null;1;3;VETTURA                                           ;Vettura                                           ;4;19;202.82;202.82;202.82;202.82;202.82;202.82;null;null;null;null;null;null;null;null;null;29.62;null;BRIDGESTONE                                       ;202.82;210.07;null;212.17;null;null;212.17;null;null;Acqusto(173.20) Margine(29.00) CostoTrasp(7.25) CostoProvv % (1.013);212.17;214.67;212.17;215.18;225/40R19 89Y Runflat * BRIDGESTONE Potenza S001;11.41;7.25;3.00;210.07;202.82;7.25;null;7.25;null;7.25;9.72;7.25;null;29.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;132222;11;48H;UNI;null;null;null;null;null;212.54;210.07;ESTIVO;1;3;null;2254019;212.17;212.17;215.18;212.17;216.88;212.17;214.67;212.17;219.12;245.86;245.86
81;521867;2254019-CON-0356273 ;28641                                   ;2254019-CON-0356273;225/40R19 93Y XL Runflat MOE CONTINENTAL CONTISPORTCONTACT 5      ;3;20;167.16;null;null;null;null;3;7;VETTURA                                           ;Vettura                                           ;4;19;186.86;186.86;186.86;186.86;186.86;186.86;null;null;null;null;null;null;null;null;null;19.70;null;CONTINENTAL                                       ;186.86;204.01;null;196.05;null;null;196.05;null;null;Acqusto(167.16) Margine(29.00) CostoTrasp(7.25) CostoProvv % (1.013);206.05;208.56;206.05;209.06;225/40R19 93Y XL Runflat MOE CONTINENTAL CONTISPORTCONTACT 5;11.20;7.25;3.00;194.11;186.86;7.25;null;7.25;null;7.25;9.72;7.25;null;29.00;null;null;null;10.00;0.00;175.94;138.99;null;196.05;206.05;196.05;33.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(196.05) - PosPrec(33.) - PrezPreced.(175.94) - PrezBasePiatt.(206.05) - Prezzo Min/Max(196.05/206.05) - 1°PrezPiatt(138.99);null;16878;7;48H;UNI;null;null;null;null;null;206.50;204.01;ESTIVO;3;7;null;2254019;206.05;206.05;209.06;206.05;210.76;206.05;208.56;206.05;213.02;239.74;239.74
82;508571;2254517-CON-0356076 ;20355                                   ;2254517-CON-0356076;225/45R17 91V MO CONTINENTAL CONTISPORTCONTACT 5      ;3;28;76.92;null;null;null;null;3;6;VETTURA                                           ;Vettura                                           ;4;17;86.26;86.26;86.26;86.26;86.26;86.26;null;null;null;null;null;null;null;null;null;9.34;null;CONTINENTAL                                       ;86.26;98.47;null;94.45;null;null;94.45;null;null;Acqusto(76.92) Margine(14.00) CostoTrasp(7.25) CostoProvv % (1.013);99.45;101.95;99.45;102.45;225/45R17 91V MO CONTINENTAL CONTISPORTCONTACT 5;9.30;7.25;3.00;93.51;86.26;7.25;null;7.25;null;7.25;9.72;7.25;null;14.00;null;null;null;5.00;0.00;85.03;67.32;null;94.45;99.45;94.45;27.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(94.45) - PosPrec(27.) - PrezPreced.(85.03) - PrezBasePiatt.(99.45) - Prezzo Min/Max(94.45/99.45) - 1°PrezPiatt(67.32);null;3318;7;48H;UNI;null;null;null;null;null;100.94;98.47;ESTIVO;3;6;null;2254517;99.45;99.45;102.45;99.45;104.16;99.45;101.95;99.45;106.73;133.13;133.13
83;508219;2254517-BRI-5093    ;23068                                   ;2254517-BRI-5093;225/45R17 91V MO BRIDGESTONE TURANZA T001      ;3;4;77.12;null;null;null;null;3;6;VETTURA                                           ;Vettura                                           ;4;17;86.46;86.46;86.46;86.46;86.46;86.46;null;null;null;null;null;null;null;null;null;9.34;null;BRIDGESTONE                                       ;86.46;98.66;null;94.65;null;null;94.65;null;null;Acqusto(77.12) Margine(14.00) CostoTrasp(7.25) CostoProvv % (1.013);99.65;102.15;99.65;102.66;225/45R17 91V MO BRIDGESTONE TURANZA T001;9.53;7.25;3.00;93.71;86.46;7.25;null;7.25;null;7.25;9.72;7.25;null;14.00;null;null;null;5.00;0.00;83.21;68.75;null;94.65;99.65;94.65;25.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(94.65) - PosPrec(25.) - PrezPreced.(83.21) - PrezBasePiatt.(99.65) - Prezzo Min/Max(94.65/99.65) - 1°PrezPiatt(68.75);null;60570;11;48H;UNI;null;null;null;null;null;101.14;98.66;ESTIVO;3;6;null;2254517;99.65;99.65;102.66;99.65;104.36;99.65;102.15;99.65;106.93;133.33;133.33
84;508528;2254517-CON-0350737 ;20354                                   ;2254517-CON-0350737;225/45R17 91W MO CONTINENTAL CONTISPORTCONTACT 5      ;3;17;78.18;null;null;null;null;3;6;VETTURA                                           ;Vettura                                           ;4;17;87.52;87.52;87.52;87.52;87.52;87.52;null;null;null;null;null;null;null;null;null;9.34;null;CONTINENTAL                                       ;87.52;99.72;null;95.72;null;null;95.72;null;null;Acqusto(78.18) Margine(14.00) CostoTrasp(7.25) CostoProvv % (1.013);100.72;103.22;100.72;103.73;225/45R17 91W MO CONTINENTAL CONTISPORTCONTACT 5;9.30;7.25;3.00;94.77;87.52;7.25;null;7.25;null;7.25;9.72;7.25;null;14.00;null;null;null;5.00;0.00;85.03;67.54;null;95.72;100.72;95.72;25.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(95.72) - PosPrec(25.) - PrezPreced.(85.03) - PrezBasePiatt.(100.72) - Prezzo Min/Max(95.72/100.72) - 1°PrezPiatt(67.54);null;3321;7;48H;UNI;null;null;null;null;null;102.20;99.72;ESTIVO;3;6;null;2254517;100.72;100.72;103.73;100.72;105.43;100.72;103.22;100.72;108.00;134.40;134.40
85;520319;1955515-DUN-528433  ;27445                                   ;1955515-DUN-528433;195/55R15 85V DUNLOP Sport BluResponse      ;3;19;71.36;null;null;null;null;3;6;VETTURA                                           ;Vettura                                           ;4;15;79.18;79.18;79.18;79.18;79.18;79.18;null;null;null;null;null;null;null;null;null;7.82;null;DUNLOP                                            ;79.18;90.62;null;86.08;null;null;86.08;null;null;Acqusto(71.36) Margine(12.50) CostoTrasp(6.05) CostoProvv % (1.013);91.53;94.80;91.53;93.81;195/55R15 85V DUNLOP Sport BluResponse;6.87;6.05;3.00;85.23;79.18;6.05;null;6.05;null;6.50;9.72;6.50;null;12.50;null;null;null;5.00;0.00;79.49;64.70;null;86.08;91.08;86.08;25.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(86.08) - PosPrec(25.) - PrezPreced.(79.49) - PrezBasePiatt.(91.08) - Prezzo Min/Max(86.08/91.08) - 1°PrezPiatt(64.70);null;56622;6;48H;UNI;null;null;null;null;null;93.86;90.62;ESTIVO;3;5;null;1955515;91.53;91.53;93.81;91.53;96.09;91.53;94.80;91.53;98.08;125.98;125.98
86;521891;1855515-CON-0356363 ;27125                                   ;1855515-CON-0356363;185/55R15 82V CONTINENTAL ContiPremiumContact 5      ;3;3;86.59;null;null;null;null;4;5;VETTURA                                           ;Vettura                                           ;4;15;95.96;95.96;95.96;95.96;95.96;95.96;null;null;null;null;null;null;null;null;null;9.37;null;CONTINENTAL                                       ;95.96;107.41;null;103.03;null;null;103.03;null;null;Acqusto(86.59) Margine(14.00) CostoTrasp(6.05) CostoProvv % (1.013);108.48;111.74;108.48;110.76;185/55R15 82V CONTINENTAL ContiPremiumContact 5;6.90;6.05;3.00;102.01;95.96;6.05;null;6.05;null;6.50;9.72;6.50;null;14.00;null;null;null;5.00;0.00;97.50;76.60;null;103.03;108.03;103.03;23.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(103.03) - PosPrec(23.) - PrezPreced.(97.50) - PrezBasePiatt.(108.03) - Prezzo Min/Max(103.03/108.03) - 1°PrezPiatt(76.60);null;4932;7;48H;UNI;null;null;null;null;null;110.63;107.41;ESTIVO;4;5;null;1855515;108.48;108.48;110.76;108.48;113.04;108.48;111.74;108.48;114.98;142.92;142.92
87;524733;2454519-BRI-5833    ;31175                                   ;2454519-BRI-5833;245/45R19 102Y XL MO BRIDGESTONE Potenza S001      ;3;1;144.79;null;null;null;null;3;5;VETTURA                                           ;Vettura                                           ;4;19;161.38;161.38;161.38;161.38;161.38;161.38;null;null;null;null;null;null;null;null;null;16.59;null;BRIDGESTONE                                       ;161.38;176.51;null;170.32;null;null;170.32;null;null;Acqusto(144.79) Margine(23.00) CostoTrasp(7.25) CostoProvv % (1.013);178.28;179.82;178.28;180.32;245/45R19 102Y XL MO BRIDGESTONE Potenza S001;11.78;7.25;3.00;168.63;161.38;7.25;null;7.25;null;8.20;9.72;8.20;null;23.00;null;null;null;7.00;0.00;162.20;123.92;null;170.32;177.32;170.32;26.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(170.32) - PosPrec(26.) - PrezPreced.(162.20) - PrezBasePiatt.(177.32) - Prezzo Min/Max(170.32/177.32) - 1°PrezPiatt(123.92);null;124331;11;48H;UNI;null;null;null;null;null;178.04;176.51;ESTIVO;3;5;null;2454519;178.28;178.28;180.32;178.28;182.03;178.28;179.82;178.28;186.64;211.00;211.00
88;527493;2255517-CON-0451210 ;33629                                   ;2255517-CON-0451210;225/55R17 109/104H CONTINENTAL ContiVanContact 200      ;3;30;148.77;null;null;null;null;3;6;TRASPORTO LEGGERO                                 ;Vettura                                           ;6;17;165.37;165.37;165.37;165.37;165.37;165.37;null;null;null;null;null;null;null;null;null;16.60;null;CONTINENTAL                                       ;165.37;182.56;null;174.81;null;null;174.81;null;null;Acqusto(148.77) Margine(23.00) CostoTrasp(7.71) CostoProvv % (1.013);184.39;184.68;184.09;185.90;225/55R17 109/104H CONTINENTAL ContiVanContact 200;13.70;7.71;3.00;173.08;165.37;7.71;null;7.71;null;10.25;10.54;9.96;null;23.00;null;null;null;7.00;0.00;165.48;130.45;null;174.81;181.81;174.81;37.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(174.81) - PosPrec(37.) - PrezPreced.(165.48) - PrezBasePiatt.(181.81) - Prezzo Min/Max(174.81/181.81) - 1°PrezPiatt(130.45);null;15768;7;48H;UNI;null;null;null;null;null;182.85;182.27;ESTIVO;3;6;null;2255517;184.39;184.39;185.90;184.39;186.33;184.39;184.68;184.09;194.45;215.03;215.03
89;59657;2354018-PIR-1723000 ;12187                                   ;2354018-PIR-1723000;235/40R18 95Y XL (MO) PIRELLI P ZERO      ;3;2;107.81;null;null;null;null;3;6;VETTURA                                           ;Vettura                                           ;4;18;124.20;124.20;124.20;124.20;124.20;124.20;null;null;null;null;null;null;null;null;null;16.39;null;PIRELLI                                           ;124.20;131.45;null;132.76;null;null;132.76;null;null;Acqusto(107.81) Margine(16.00) CostoTrasp(7.25) CostoProvv % (1.013);132.76;135.27;132.76;135.77;235/40R18 95Y XL (MO) PIRELLI P ZERO;10.72;7.25;3.00;131.45;124.20;7.25;null;7.25;null;7.25;9.72;7.25;null;16.00;null;null;null;5.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;86041;2;48H;UNI;null;null;null;null;null;133.93;131.45;ESTIVO;3;6;null;2354018;132.76;132.76;135.77;132.76;137.47;132.76;135.27;132.76;139.95;166.45;166.45
90;520022;2754520-PIR-2285300 ;27327                                   ;2754520-PIR-2285300;275/45R20 110V XL (MO) PIRELLI SCORPION WINTER      ;3;30;241.31;null;null;null;null;3;5;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;20;277.16;277.16;277.16;277.16;277.16;277.16;null;null;null;null;null;null;null;null;null;35.85;null;PIRELLI                                           ;277.16;286.46;null;288.25;null;null;288.25;null;null;Acqusto(241.31) Margine(35.00) CostoTrasp(8.24) CostoProvv % (1.013);289.32;289.75;289.01;291.27;275/45R20 110V XL (MO) PIRELLI SCORPION WINTER;15.68;8.24;3.00;285.40;277.16;8.24;null;8.24;null;9.30;9.72;8.99;null;35.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;149744;2;48H;UNI;null;null;null;null;null;286.88;286.15;INVERNALE;3;5;null;2754520;289.32;289.32;291.27;289.32;291.83;289.32;289.75;289.01;298.47;320.42;320.42
91;523313;2255018-PIR-2393600 ;30061                                   ;2255018-PIR-2393600;225/50R18 99H XL (AO) PIRELLI W SOTTOZERO 3      ;3;30;145.87;null;null;null;null;3;7;VETTURA                                           ;Vettura                                           ;4;18;162.46;162.46;162.46;162.46;162.46;162.46;null;null;null;null;null;null;null;null;null;16.59;null;PIRELLI                                           ;162.46;176.64;null;171.41;null;null;171.41;null;null;Acqusto(145.87) Margine(23.00) CostoTrasp(7.25) CostoProvv % (1.013);178.41;180.91;178.41;181.42;225/50R18 99H XL (AO) PIRELLI W SOTTOZERO 3;10.70;7.25;3.00;169.71;162.46;7.25;null;7.25;null;7.25;9.72;7.25;null;23.00;null;null;null;7.00;0.00;150.57;124.12;null;171.41;178.41;171.41;23.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(171.41) - PosPrec(23.) - PrezPreced.(150.57) - PrezBasePiatt.(178.41) - Prezzo Min/Max(171.41/178.41) - 1°PrezPiatt(124.12);null;120951;2;48H;UNI;null;null;null;null;null;179.12;176.64;INVERNALE;3;7;null;2255018;178.41;178.41;181.42;178.41;183.12;178.41;180.91;178.41;185.46;212.09;212.09
92;507634;2254517-PIR-2040300 ;21433                                   ;2254517-PIR-2040300;225/45R17 91Y Runflat (*) PIRELLI CINTURATO P7      ;3;1;88.95;null;null;null;null;4;7;VETTURA                                           ;Vettura                                           ;4;17;103.27;103.27;103.27;103.27;103.27;103.27;null;null;null;null;null;null;null;null;null;14.32;null;PIRELLI                                           ;103.27;110.52;null;111.63;null;null;111.63;null;null;Acqusto(88.95) Margine(14.00) CostoTrasp(7.25) CostoProvv % (1.013);111.63;114.13;111.63;114.64;225/45R17 91Y Runflat (*) PIRELLI CINTURATO P7;11.09;7.25;3.00;110.52;103.27;7.25;null;7.25;null;7.25;9.72;7.25;null;14.00;null;null;null;5.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;70806;2;48H;UNI;null;null;null;null;null;113.00;110.52;ESTIVO;4;7;null;2254517;111.63;111.63;114.64;111.63;116.34;111.63;114.13;111.63;118.88;145.31;145.31
93;512556;2055017-PIR-2040400 ;21464                                   ;2055017-PIR-2040400;205/50R17 89Y Runflat (*) PIRELLI CINTURATO P7      ;3;2;106.52;null;null;null;null;1;2;VETTURA                                           ;Vettura                                           ;4;17;117.96;117.96;117.96;117.96;117.96;117.96;null;null;null;null;null;null;null;null;null;11.44;null;PIRELLI                                           ;117.96;130.16;null;126.46;null;null;126.46;null;null;Acqusto(106.52) Margine(16.00) CostoTrasp(7.25) CostoProvv % (1.013);131.46;133.96;131.46;134.47;205/50R17 89Y Runflat (*) PIRELLI CINTURATO P7;9.95;7.25;3.00;125.21;117.96;7.25;null;7.25;null;7.25;9.72;7.25;null;16.00;null;null;null;5.00;0.00;126.46;99.32;null;126.46;131.46;126.46;28.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(126.46) - PosPrec(28.) - PrezPreced.(126.46) - PrezBasePiatt.(131.46) - Prezzo Min/Max(126.46/131.46) - 1°PrezPiatt(99.32);null;100703;2;48H;UNI;null;null;null;null;null;132.63;130.16;ESTIVO;1;1;null;2055017;131.46;131.46;134.47;131.46;136.17;131.46;133.96;131.46;138.64;165.14;165.14
94;507665;2554020-PIR-2128900 ;24003                                   ;2554020-PIR-2128900;255/40R20 101Y XL (AO) PIRELLI P ZERO      ;3;11;155.71;null;null;null;null;2;5;VETTURA                                           ;Vettura                                           ;4;20;172.33;172.33;172.33;172.33;172.33;172.33;null;null;null;null;null;null;null;null;null;16.62;null;PIRELLI                                           ;172.33;187.47;null;181.38;null;null;181.38;null;null;Acqusto(155.71) Margine(23.00) CostoTrasp(7.25) CostoProvv % (1.013);189.34;190.88;189.34;191.39;255/40R20 101Y XL (AO) PIRELLI P ZERO;13.48;7.25;3.00;179.58;172.33;7.25;null;7.25;null;8.20;9.72;8.20;null;23.00;null;null;null;7.00;0.00;168.01;134.49;null;181.38;188.38;181.38;22.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(181.38) - PosPrec(22.) - PrezPreced.(168.01) - PrezBasePiatt.(188.38) - Prezzo Min/Max(181.38/188.38) - 1°PrezPiatt(134.49);null;128698;2;48H;UNI;null;null;null;null;null;188.99;187.47;ESTIVO;2;5;null;2554020;189.34;189.34;191.39;189.34;193.09;189.34;190.88;189.34;197.67;222.06;222.06
95;517171;2554021-PIR-2181400 ;26032                                   ;2554021-PIR-2181400;255/40R21 102Y XL (RO1) PIRELLI P ZERO      ;3;8;202.84;null;null;null;null;1;3;Fuoristrada, Suv e 4x4                            ;Vettura                                           ;7;21;236.57;236.57;236.57;236.57;236.57;236.57;null;null;null;null;null;null;null;null;null;33.73;null;PIRELLI                                           ;236.57;245.87;null;246.72;null;null;246.72;null;null;Acqusto(202.84) Margine(33.00) CostoTrasp(7.71) CostoProvv % (1.013);248.33;248.75;248.01;250.27;255/40R21 102Y XL (RO1) PIRELLI P ZERO;13.66;7.71;3.00;244.28;236.57;7.71;null;7.71;null;9.30;9.72;8.99;null;33.00;null;null;null;10.00;0.00;null;null;null;null;null;null;null;null;null;null;null;null;null;null;1.30;null;null;null;null;143998;2;48H;UNI;null;null;null;null;null;246.29;245.55;ESTIVO;1;3;null;2554021;248.33;248.33;250.27;248.33;250.83;248.33;248.75;248.01;257.59;279.43;279.43
96;521467;2553519-PIR-2390100 ;28889                                   ;2553519-PIR-2390100;255/35R19 96Y XL (MO) PIRELLI P ZERO      ;3;1;143.47;null;null;null;null;3;7;VETTURA                                           ;Vettura                                           ;4;19;160.06;160.06;160.06;160.06;160.06;160.06;null;null;null;null;null;null;null;null;null;16.59;null;PIRELLI                                           ;160.06;175.19;null;168.98;null;null;168.98;null;null;Acqusto(143.47) Margine(23.00) CostoTrasp(7.25) CostoProvv % (1.013);176.94;178.48;176.94;178.99;255/35R19 96Y XL (MO) PIRELLI P ZERO;11.61;7.25;3.00;167.31;160.06;7.25;null;7.25;null;8.20;9.72;8.20;null;23.00;null;null;null;7.00;0.00;156.40;122.80;null;168.98;175.98;168.98;31.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(168.98) - PosPrec(31.) - PrezPreced.(156.40) - PrezBasePiatt.(175.98) - Prezzo Min/Max(168.98/175.98) - 1°PrezPiatt(122.80);null;121744;2;48H;UNI;null;null;null;null;null;176.71;175.19;ESTIVO;3;7;null;2553519;176.94;176.94;178.99;176.94;180.69;176.94;178.48;176.94;185.30;209.66;209.66
97;521491;2753520-PIR-2475000 ;28893                                   ;2753520-PIR-2475000;275/35R20 102Y XL (RO1) PIRELLI P ZERO      ;3;2;198.31;null;null;null;null;2;4;VETTURA                                           ;Vettura                                           ;4;20;222.12;222.12;222.12;222.12;222.12;222.12;null;null;null;null;null;null;null;null;null;23.81;null;PIRELLI                                           ;222.12;240.22;null;231.66;null;null;231.66;null;null;Acqusto(198.31) Margine(33.00) CostoTrasp(7.25) CostoProvv % (1.013);242.62;243.11;241.89;243.75;275/35R20 102Y XL (RO1) PIRELLI P ZERO;12.87;7.25;3.00;229.37;222.12;7.25;null;7.25;null;8.20;8.68;7.48;null;33.00;null;null;null;10.00;0.00;226.99;174.97;null;231.66;241.66;231.66;25.       ;null;null;null;null;null;null;null;1.30;null;null;AggPrezAuto(231.66) - PosPrec(25.) - PrezPreced.(226.99) - PrezBasePiatt.(241.66) - Prezzo Min/Max(231.66/241.66) - 1°PrezPiatt(174.97);null;142946;2;48H;UNI;null;null;null;null;null;240.70;239.50;ESTIVO;2;4;null;2753520;242.62;242.62;243.75;242.62;245.90;242.62;243.11;241.89;250.79;274.84;274.84
