IdDeposito;D_IdVeicolo;D_IdUtilizzatore;D_IdAnagrafica;D_IdSchedaLavoro;Quantita;Misura;Modello;Km;Ant_mm;Post_mm;Invernali;Estive;Complete;AllSeason;Prenotazione;AnnoPrenotazione;Note;Data;Probabile_Nostre;Pdv;D_Targa;Appuntamento_Data;Appuntamento;Ora;Pdv_Appuntamento;Fila;DataRinnovo;Posizione;Rimontate;Data_Rimontate;No_Deposito;Nostre;Inviato;Data_Email;D_InseritoData;Inventariato;Note_Inventario;D_ModificatoData;Aggiunta;D_Stato;IdRinnovo;D_ArtCodice;D_ArtCodicePost;D_CarVel;D_CarVelPost;D_MisuraPost;D_Quantita_Post;D_Modello_Post;D_QtaTotale;D_MisuraComplessiva;D_ModelloComplessivo;Chiusura;Telefonata;D_ModificatoPdv;D_ModificatoNome;D_InseritoPdv;D_InseritoNome;D_DataRitiro;D_TipiInvioEmail;D_ListaInvioUltimoInvio;D_DotAnt;D_DotPost;DaPagare;D_Deposito;D_Estive_Invernali_Finite;D_Porta_Via;D_FiniteConserva;D_Firmato_FM;D_NotizieCliente;StatoCerchiQta;StatoCerchiNote;DaRigenerare;NoteInvioSmsEmail;D_TipoDepositoR1;D_TipoDepositoR2;D_DataInventario;CaricatePerMagazzino;DataCaricatePerMagazzino;DataRimandato;D_FirmatoRitiro_FM;D_InvioEmailDeposito;D_InvioEmailPortaVia;D_InvioEmailSmaltimento;D_TipoAppuntamento;Dalle;Alle;D_NotizieClienteDett
251634;207714;null;145034;541092;4;2255017;AUSTONE;185595;2;null;True;null;null;null;null;null;null;16/06/2025 00:00:00;null;BG2;EV575ZJ;null;null;null;null;False;null;null;null;null;null;False;null;null;16/06/2025 17:57:43;False;CHIUSO;16/06/2025 17:58:47;null;C;null;2255017-AUS;;98V;null;null;null;null;0;;;0x000000004DFDC5FD;null;BG2;Bg2_Ponte3;BG2;Bg2_Ponte3;null;null;null;2019;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;16/06/2025;null;null;null;null
251633;120767;null;86270;540946;4;1956515;N'BLUE 4SEASON  NEXEN M+S;1;1;null;False;False;null;True;null;null;null;16/06/2025 00:00:00;null;BG6;ES111HX;null;null;null;null;False;null;null;null;null;null;False;null;null;16/06/2025 17:41:05;False;CHIUSO;16/06/2025 17:41:20;null;C;null;1956515-NEX-NX15272;;91V;null;null;null;null;0;;;0x000000004DFDC436;null;BG6;NicolaTuffanelli;BG6;NicolaTuffanelli;null;null;null;null;null;null;null;null;null;null;SI;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
251632;220489;null;3074;541089;4;2055517;XL Winter Sport 5  DUNLOP;24000;4;null;True;False;null;False;null;null;null;16/06/2025 00:00:00;null;BG4;GF174VV;null;null;null;null;False;null;null;null;null;null;False;null;null;16/06/2025 17:33:27;False;null;16/06/2025 17:36:50;null;A;null;2055517-DUN-574627;;95V;null;null;null;null;4;2055517;XL Winter Sport 5  DUNLOP;0x000000004DFDC539;null;BG4;Bg4_Ponte1;BG4;Bg4_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;DEPOSITO;null;null;True;16/06/2025 17:58:57;null;XX;null;null;null;null;null;null;null
251631;201735;null;67492;541088;4;2055516;ALPIN 5 RUNFLAT MICHELIN;222000;5;null;True;False;True;False;null;null;null;16/06/2025 00:00:00;null;BG4;DV056WE;null;null;null;null;False;null;null;null;null;null;False;null;null;16/06/2025 17:30:29;False;null;16/06/2025 17:30:57;null;A;null;2055516-MIC-393712;;91H;null;null;null;null;4;2055516;ALPIN 5 RUNFLAT MICHELIN;0x000000004DFDC538;null;BG4;Bg4_Ponte1;BG4;Bg4_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;DEPOSITO;null;null;True;16/06/2025 17:58:57;null;XX;null;null;null;null;null;null;null
251630;220715;null;154980;541084;4;1954516;XL KRISALP HP3  KLEBER;29514;4;null;True;False;null;False;null;null;null;16/06/2025 00:00:00;null;BG1;FZ229CR;null;null;null;null;False;null;null;null;null;null;False;null;null;16/06/2025 17:23:36;False;CHIUSO;16/06/2025 17:24:15;null;C;null;1954516-KLE-457678;;84H;null;null;null;null;0;;;0x000000004DFDC29E;null;BG1;BG1_Ponte1;BG1;BG1_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;PORTA VIA;null;null;False;null;null;XX;null;null;null;null;null;null;null
251629;105593;null;60609;541033;4;2256018;XL POLARIS 5  BARUM EVc;110000;2;null;True;False;null;False;null;null;null;16/06/2025 00:00:00;null;BG3;GA170MT;null;null;null;null;False;null;null;null;null;null;False;null;null;16/06/2025 17:22:26;False;CHIUSO;17/06/2025 07:56:00;null;C;null;2256018-BAR-1541380;;104V;null;null;null;null;0;;;0x000000004E0E6CE4;null;BG3;Bg3_Ponte1;BG3;Bg3_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;16/06/2025;null;null;null;null
251624;88774;null;2626;541030;4;1756515;XL ULTRAGRIP 9+  GOODYEAR;151000;5;null;True;False;null;False;null;null;null;16/06/2025 00:00:00;null;BG4;FB522TF;null;null;null;null;False;null;null;null;null;null;False;null;null;16/06/2025 17:10:17;False;null;16/06/2025 17:10:37;null;A;null;1756515-GOO-548565;;88T;null;null;null;null;4;1756515;XL ULTRAGRIP 9+  GOODYEAR;0x000000004DFDC537;null;BG4;Bg4_Ponte1;BG4;Bg4_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;DEPOSITO;null;null;True;16/06/2025 17:58:57;null;XX;16/06/2025;null;null;null;null;null;null
251623;137163;null;76000;541032;4;2155517;KRISTALL CONTROL HP  FULDA;35000;4;null;True;False;null;False;null;null;null;16/06/2025 00:00:00;null;BG3;GJ631DM;null;null;null;null;False;null;null;null;null;null;False;null;null;16/06/2025 16:53:08;False;null;16/06/2025 16:53:21;null;A;null;2155517-FUL-523415;;98V;null;null;null;null;4;2155517;KRISTALL CONTROL HP  FULDA;0x000000004E0E8A0A;null;BG3;Bg3_Ponte1;BG3;Bg3_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;DEPOSITO;null;null;True;17/06/2025 15:43:12;null;XX;16/06/2025;null;null;null;null;null;null
251622;176087;null;51754;541028;2;2056016;XL CINTURATO WINTER 2  PIRELLI;146400;4;2;True;null;null;null;null;null;null;16/06/2025 00:00:00;null;BG6;GH966JB;null;null;null;null;False;null;null;null;null;null;False;null;null;16/06/2025 16:29:36;False;null;16/06/2025 16:30:36;null;A;null;2056016-PIR-4288400;2056016-PIR-4288400;96H;96H;2056016;2;XL CINTURATO WINTER 2  PIRELLI;4;2056016/2056016;XL CINTURATO WINTER 2  PIRELLI/XL CINTURATO WINTER 2  PIRELLI;0x000000004E0E7131;null;BG6;Bg6_Officina1;BG6;Bg6_Officina1;null;null;null;3022;3022;null;null;null;null;null;NO;False;null;null;False;null;DEPOSITO;DEPOSITO FINITE;null;True;17/06/2025 09:24:02;null;XX;null;null;null;null;null;null;null
251621;153445;null;106898;541025;4;2056016;XL WINTEREXPERT  UNIROYAL EVc;157000;3,5;null;True;False;null;False;null;null;null;16/06/2025 00:00:00;null;BG3;FL205VJ;null;null;null;null;False;null;null;null;null;null;False;null;null;16/06/2025 16:23:26;False;CHIUSO;16/06/2025 16:23:56;null;C;null;2056016-UNI-0363340;;96H;null;null;null;null;0;;;0x000000004DFDBC02;null;BG3;Bg3_Ponte1;BG3;Bg3_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;PORTA VIA;null;null;False;null;null;XX;null;null;null;null;null;null;null
251620;106000;null;8743;541020;4;1855515;SNOWDRAGON HP  IMPERIAL;29004;4;null;True;False;null;False;null;null;null;16/06/2025 00:00:00;null;BG2;GA848CV;null;null;null;null;False;null;null;null;null;null;False;null;null;16/06/2025 15:53:01;False;null;16/06/2025 15:53:09;null;A;null;1855515-IMR-IN272;;82H;null;null;null;null;4;1855515;SNOWDRAGON HP  IMPERIAL;0x000000004DFDB9D2;null;BG2;Bg2_Ponte3;BG2;Bg2_Ponte3;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;DEPOSITO;null;null;False;null;null;XX;null;null;null;null;null;null;null
251619;212137;null;104280;541014;4;1756515;KRISALP HP 3  KLEBER;13600;5;null;True;False;null;False;null;null;null;16/06/2025 00:00:00;null;BG6;FZ191TN;null;null;null;null;False;null;null;null;null;null;False;null;null;16/06/2025 15:36:09;False;null;16/06/2025 15:37:50;null;A;null;1756515-KLE-476323;;84T;null;null;null;null;4;1756515;KRISALP HP 3  KLEBER;0x000000004E0E7130;null;BG6;Bg6_Officina1;BG6;Bg6_Officina1;null;null;null;2720;null;null;null;null;null;null;NO;False;null;null;False;null;DEPOSITO;null;null;True;17/06/2025 09:24:02;null;XX;null;null;null;null;null;null;null
251618;220705;null;56533;541012;4;2155517;XL  MULTISEASON2  FIRESTONE;2751;6;null;False;False;null;True;null;null;null;16/06/2025 00:00:00;null;BG4;GX936YN;null;null;null;null;False;null;null;null;null;null;False;null;null;16/06/2025 15:20:24;False;CHIUSO;16/06/2025 15:22:56;null;C;null;2155517-FIR-16753;;98W;null;null;null;null;0;;;0x000000004DFDB9AB;null;BG4;Bg4_Ponte1;BG4;Bg4_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;PORTA VIA;null;null;False;null;null;XX;null;16/06/2025;null;null;null;null;null
251617;175404;null;120952;541007;4;2355518;XL SCORPION WINTER 2  PIRELLI;74696;3;null;True;False;null;False;null;null;null;16/06/2025 00:00:00;null;BG1;GJ502DL;null;null;null;null;False;null;null;null;null;null;False;null;null;16/06/2025 15:14:07;False;null;16/06/2025 15:14:17;null;A;null;2355518-PIR-4136300;;104H;null;null;null;null;4;2355518;XL SCORPION WINTER 2  PIRELLI;0x000000004DFDB7BC;null;BG1;BG1_Ponte1;BG1;BG1_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;DEPOSITO;null;null;False;null;null;XX;16/06/2025;null;null;null;null;null;null
251616;152600;null;106355;541008;4;2156517;SCORPION WINTER  PIRELLI Sealinside;45300;1,5;null;True;False;null;False;null;null;null;16/06/2025 00:00:00;null;BG3;GL295HX;null;null;null;null;False;null;null;null;null;null;False;null;null;16/06/2025 15:14:05;False;CHIUSO;16/06/2025 15:15:10;null;C;null;2156517-PIR-2519600;;99H;null;null;null;null;0;;;0x000000004DFDB771;null;BG3;Bg3_Ponte1;BG3;Bg3_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
251615;179118;null;124317;541003;4;2055516;LM001  BRIDGESTONE *;68477;4;null;True;False;null;False;null;null;null;16/06/2025 00:00:00;null;BG7;GL216GF;null;null;null;null;False;null;null;null;null;null;False;null;null;16/06/2025 15:05:07;False;null;16/06/2025 15:08:12;null;A;null;2055516-BRI-9213;;91H;null;null;null;null;4;2055516;LM001  BRIDGESTONE *;0x000000004DFDB661;null;BG7;Bg7_Officina;BG7;Bg7_Officina;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;DEPOSITO;null;null;False;null;null;XX;null;null;null;null;null;null;null
251614;141306;null;104280;541002;4;2055516;MICHELIN ALPIN 6;71607;4;null;True;null;null;False;null;null;null;16/06/2025 00:00:00;null;BG1;GC371PE;null;null;null;null;False;null;null;null;null;null;False;null;null;16/06/2025 14:55:54;False;null;16/06/2025 15:13:26;null;A;null;2055516-MIC;;91H;null;null;null;null;4;2055516;MICHELIN ALPIN 6;0x000000004DFDB6DA;null;BG1;BG1_Ponte1;BG1;BG1_Ponte1;null;null;null;null;null;null;null;null;null;null;NO;False;null;null;False;null;DEPOSITO;null;null;False;null;null;XX;null;null;null;null;null;null;null
251612;220696;null;154966;540997;2;2254517;MOMO 4 RUN M4;224600;2;null;null;null;null;True;null;null;null;16/06/2025 00:00:00;null;BG6;EP232BJ;null;null;null;null;False;null;null;null;null;null;False;null;null;16/06/2025 14:31:46;False;CHIUSO;16/06/2025 14:33:09;null;C;null;2254517-MOM;;null;null;null;null;null;0;;;0x000000004DFDB534;null;BG6;Bg6_Officina1;BG6;Bg6_Officina1;null;null;null;1320;null;null;null;null;null;null;SI;False;null;null;False;null;SMALTITE;null;null;False;null;null;XX;null;null;null;null;null;null;null
